pokedex_number,abilities,name,hp,defense,attack,speed,type1,type2,classfication,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,percentage_male,height_m,weight_kg,generation
240,"['Flame Body', 'Vital Spirit']",Magby,45,37,75,83,fire,,Live Coal Pokémon,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75.4,0.7,21.4,2
241,"['Thick Fat', 'Scrappy', 'Sap Sipper']",Miltank,95,105,80,100,normal,,Milk Cow Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,1.2,75.5,2
242,"['Natural Cure', 'Serene Grace', 'Healer']",Blissey,255,10,10,55,normal,,Happiness Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,1.5,46.8,2
243,"['Pressure', 'Inner Focus']",Raikou,90,75,85,115,electric,,Thunder Pokémon,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,,1.9,178.0,2
244,"['Pressure', 'Inner Focus']",Entei,115,85,115,100,fire,,Volcano Pokémon,1250000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,,2.1,198.0,2
245,"['Pressure', 'Inner Focus']",Suicune,100,115,75,85,water,,Aurora Pokémon,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,,2.0,187.0,2
246,"['Guts', 'Sand Veil']",Larvitar,50,50,64,41,rock,ground,Rock Skin Pokémon,1250000,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,50,0.6,72.0,2
247,['Shed Skin'],Pupitar,70,70,84,51,rock,ground,Hard Shell Pokémon,1250000,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,50,1.2,152.0,2
248,"['Sand Stream', 'Unnerve']",Tyranitar,100,150,164,71,rock,dark,Armor Pokémon,1250000,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,50,2.0,202.0,2
249,"['Pressure', 'Multiscale']",Lugia,106,130,90,110,psychic,flying,Diving Pokémon,1250000,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,,5.2,216.0,2
250,"['Pressure', 'Regenerator']",Ho-Oh,106,90,130,90,fire,flying,Rainbow Pokémon,1250000,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,,3.8,199.0,2
251,['Natural Cure'],Celebi,100,100,100,100,psychic,grass,Time Travel Pokémon,1059860,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,,0.6,5.0,2
252,"['Overgrow', 'Unburden']",Treecko,40,35,45,70,grass,,Wood Gecko Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.5,5.0,3
253,"['Overgrow', 'Unburden']",Grovyle,50,45,65,95,grass,,Wood Gecko Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,0.9,21.6,3
254,"['Overgrow', 'Unburden']",Sceptile,70,75,110,145,grass,,Forest Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,88.1,1.7,52.2,3
255,"['Blaze', 'Speed Boost']",Torchic,45,40,60,45,fire,,Chick Pokémon,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,88.1,0.4,2.5,3
256,"['Blaze', 'Speed Boost']",Combusken,60,60,85,55,fire,fighting,Young Fowl Pokémon,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,0.9,19.5,3
257,"['Blaze', 'Speed Boost']",Blaziken,80,80,160,100,fire,fighting,Blaze Pokémon,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,88.1,1.9,52.0,3
258,"['Torrent', 'Damp']",Mudkip,50,50,70,40,water,,Mud Fish Pokémon,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,88.1,0.4,7.6,3
259,"['Torrent', 'Damp']",Marshtomp,70,70,85,50,water,ground,Mud Fish Pokémon,1059860,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,88.1,0.7,28.0,3
260,"['Torrent', 'Damp']",Swampert,100,110,150,70,water,ground,Mud Fish Pokémon,1059860,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,88.1,1.5,81.9,3
261,"['Run Away', 'Quick Feet', 'Rattled']",Poochyena,35,35,55,35,dark,,Bite Pokémon,1000000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,0.5,13.6,3
262,"['Intimidate', 'Quick Feet', 'Moxie']",Mightyena,70,70,90,70,dark,,Bite Pokémon,1000000,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,1.0,37.0,3
263,"['Pickup', 'Gluttony', 'Quick Feet']",Zigzagoon,38,41,30,60,normal,,Tiny Racoon Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.4,17.5,3
264,"['Pickup', 'Gluttony', 'Quick Feet']",Linoone,78,61,70,100,normal,,Rush Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.5,32.5,3
265,"['Shield Dust', 'Run Away']",Wurmple,45,35,45,20,bug,,Worm Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.3,3.6,3
266,['Shed Skin'],Silcoon,50,55,35,15,bug,,Cocoon Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.6,10.0,3
267,"['Swarm', 'Rivalry']",Beautifly,60,50,70,65,bug,flying,Butterfly Pokémon,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,1.0,28.4,3
268,['Shed Skin'],Cascoon,50,55,35,15,bug,,Cocoon Pokémon,1000000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.7,11.5,3
269,"['Shield Dust', 'Compoundeyes']",Dustox,60,70,50,65,bug,poison,Poison Moth Pokémon,1000000,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,1.2,31.6,3
270,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Lotad,40,30,30,30,water,grass,Water Weed Pokémon,1059860,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,0.5,2.6,3
271,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Lombre,60,50,50,50,water,grass,Jolly Pokémon,1059860,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,1.2,32.5,3
272,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Ludicolo,80,70,70,70,water,grass,Carefree Pokémon,1059860,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,1.5,55.0,3
273,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Seedot,40,50,40,30,grass,,Acorn Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.5,4.0,3
274,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Nuzleaf,70,40,70,60,grass,dark,Wily Pokémon,1059860,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,50,1.0,28.0,3
275,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Shiftry,90,60,100,80,grass,dark,Wickid Pokémon,1059860,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,50,1.3,59.6,3
276,"['Guts', 'Scrappy']",Taillow,40,30,55,85,normal,flying,TinySwallow Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,2.3,3
277,"['Guts', 'Scrappy']",Swellow,60,60,85,125,normal,flying,Swallow Pokémon,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.7,19.8,3
278,"['Keen Eye', 'Hydration', 'Rain Dish']",Wingull,40,30,30,85,water,flying,Seagull Pokémon,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,0.6,9.5,3
279,"['Keen Eye', 'Drizzle', 'Rain Dish']",Pelipper,60,100,50,65,water,flying,Water Bird Pokémon,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,1.2,28.0,3
280,"['Synchronize', 'Trace', 'Telepathy']",Ralts,28,25,25,40,psychic,fairy,Feeling Pokémon,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,50,0.4,6.6,3
281,"['Synchronize', 'Trace', 'Telepathy']",Kirlia,38,35,35,50,psychic,fairy,Emotion Pokémon,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,50,0.8,20.2,3
282,"['Synchronize', 'Trace', 'Telepathy']",Gardevoir,68,65,85,100,psychic,fairy,Embrace Pokémon,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,50,1.6,48.4,3
283,"['Swift Swim', 'Rain Dish']",Surskit,40,32,30,65,bug,water,Pond Skater Pokémon,1000000,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,50,0.5,1.7,3
284,"['Intimidate', 'Unnerve']",Masquerain,70,62,60,80,bug,flying,Eyeball Pokémon,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,0.8,3.6,3
285,"['Effect Spore', 'Poison Heal', 'Quick Feet']",Shroomish,60,60,40,35,grass,,Mushroom Pokémon,1640000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.4,4.5,3
286,"['Effect Spore', 'Poison Heal', 'Technician']",Breloom,60,80,130,70,grass,fighting,Mushroom Pokémon,1640000,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,50,1.2,39.2,3
287,['Truant'],Slakoth,60,60,60,30,normal,,Slacker Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.8,24.0,3
288,['Vital Spirit'],Vigoroth,80,80,80,90,normal,,Wild Monkey Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.4,46.5,3
289,['Truant'],Slaking,150,100,160,100,normal,,Lazy Pokémon,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,2.0,130.5,3
290,"['Compoundeyes', 'Run Away']",Nincada,31,90,45,40,bug,ground,Trainee Pokémon,600000,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,50,0.5,5.5,3
291,"['Speed Boost', 'Infiltrator']",Ninjask,61,45,90,160,bug,flying,Ninja Pokémon,600000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,50,0.8,12.0,3
292,['Wonder Guard'],Shedinja,1,45,90,40,bug,ghost,Shed Pokémon,600000,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,,0.8,1.2,3
293,"['Soundproof', 'Rattled']",Whismur,64,23,51,28,normal,,Whisper Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.6,16.3,3
294,"['Soundproof', 'Scrappy']",Loudred,84,43,71,48,normal,,Big Voice Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.0,40.5,3
295,"['Soundproof', 'Scrappy']",Exploud,104,63,91,68,normal,,Loud Noise Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.5,84.0,3
296,"['Thick Fat', 'Guts', 'Sheer Force']",Makuhita,72,30,60,25,fighting,,Guts Pokémon,1640000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,1.0,86.4,3
297,"['Thick Fat', 'Guts', 'Sheer Force']",Hariyama,144,60,120,50,fighting,,Arm Thrust Pokémon,1640000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75.4,2.3,253.8,3
298,"['Thick Fat', 'Huge Power', 'Sap Sipper']",Azurill,50,40,20,20,normal,fairy,Polka Dot Pokémon,800000,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,24.6,0.2,2.0,3
299,"['Sturdy', 'Magnet Pull', 'Sand Force']",Nosepass,30,135,45,30,rock,,Compass Pokémon,1000000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,1.0,97.0,3
300,"['Cute Charm', 'Normalize', 'Wonder Skin ']",Skitty,50,45,45,50,normal,,Kitten Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,0.6,11.0,3
301,"['Cute Charm', 'Normalize', 'Wonder Skin ']",Delcatty,70,65,65,90,normal,,Prim Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,24.6,1.1,32.6,3
302,"['Keen Eye', 'Stall', 'Prankster']",Sableye,50,125,85,20,dark,ghost,Darkness Pokémon,1059860,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,0.5,11.0,3
303,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",Mawile,50,125,105,50,steel,fairy,Deceiver Pokémon,800000,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,50,0.6,11.5,3
304,"['Sturdy', 'Rock Head', 'Heavy Metal']",Aron,50,100,70,30,steel,rock,Iron Armor Pokémon,1250000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,0.4,60.0,3
305,"['Sturdy', 'Rock Head', 'Heavy Metal']",Lairon,60,140,90,40,steel,rock,Iron Armor Pokémon,1250000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,0.9,120.0,3
306,"['Sturdy', 'Rock Head', 'Heavy Metal']",Aggron,70,230,140,50,steel,rock,Iron Armor Pokémon,1250000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,50,2.1,360.0,3
307,"['Pure Power', 'Telepathy']",Meditite,30,55,40,60,fighting,psychic,Meditate Pokémon,1000000,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,50,0.6,11.2,3
308,"['Pure Power', 'Telepathy']",Medicham,60,85,100,100,fighting,psychic,Meditate Pokémon,1000000,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,50,1.3,31.5,3
309,"['Static', 'Lightningrod', 'Minus']",Electrike,40,40,45,65,electric,,Lightning Pokémon,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.6,15.2,3
310,"['Static', 'Lightningrod', 'Minus']",Manectric,70,80,75,135,electric,,Discharge Pokémon,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,1.5,40.2,3
311,"['Plus', 'Lightningrod']",Plusle,60,40,50,95,electric,,Cheering Pokémon,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.4,4.2,3
312,"['Minus', 'Volt Absorb']",Minun,60,50,40,95,electric,,Cheering Pokémon,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,50,0.4,4.2,3
313,"['Illuminate', 'Swarm', 'Prankster']",Volbeat,65,75,73,85,bug,,Firefly Pokémon,600000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,100,0.7,17.7,3
314,"['Oblivious', 'Tinted Lens', 'Prankster']",Illumise,65,75,47,85,bug,,Firefly Pokémon,1640000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0.6,17.7,3
315,"['Natural Cure', 'Poison Point', 'Leaf Guard']",Roselia,50,45,60,65,grass,poison,Thorn Pokémon,1059860,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,50,0.3,2.0,3
316,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Gulpin,70,53,43,40,poison,,Stomach Pokémon,1640000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,0.4,10.3,3
317,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Swalot,100,83,73,55,poison,,Poison Bag Pokémon,1640000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,1.7,80.0,3
318,"['Rough Skin', 'Speed Boost']",Carvanha,45,20,90,65,water,dark,Savage Pokémon,1250000,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,0.8,20.8,3
319,"['Rough Skin', 'Speed Boost']",Sharpedo,70,70,140,105,water,dark,Brutal Pokémon,1250000,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,1.8,88.8,3
320,"['Water Veil', 'Oblivious', 'Pressure']",Wailmer,130,35,70,60,water,,Ball Whale Pokémon,1640000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,2.0,130.0,3
321,"['Water Veil', 'Oblivious', 'Pressure']",Wailord,170,45,90,60,water,,Float Whale Pokémon,1640000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,14.5,398.0,3
322,"['Oblivious', 'Simple', 'Own Tempo']",Numel,60,40,60,35,fire,ground,Numb Pokémon,1000000,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,50,0.7,24.0,3
323,"['Magma Armor', 'Solid Rock', 'Anger Point']",Camerupt,70,100,120,20,fire,ground,Eruption Pokémon,1000000,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,50,1.9,220.0,3
324,"['White Smoke', 'Drought', 'Shell Armor']",Torkoal,70,140,85,20,fire,,Coal Pokémon,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,0.5,80.4,3
325,"['Thick Fat', 'Own Tempo', 'Gluttony']",Spoink,60,35,25,60,psychic,,Bounce Pokémon,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.7,30.6,3
326,"['Thick Fat', 'Own Tempo', 'Gluttony']",Grumpig,80,65,45,80,psychic,,Manipulate Pokémon,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.9,71.5,3
327,"['Own Tempo', 'Tangled Feet', 'Contrary']",Spinda,60,60,60,60,normal,,Spot Panda Pokémon,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.1,5.0,3
328,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Trapinch,45,45,100,10,ground,,Ant Pit Pokémon,1059860,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,50,0.7,15.0,3
329,['Levitate'],Vibrava,50,50,70,70,ground,dragon,Vibration Pokémon,1059860,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,1.1,15.3,3
330,['Levitate'],Flygon,80,80,100,100,ground,dragon,Mystic Pokémon,1059860,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,50,2.0,82.0,3
331,"['Sand Veil', 'Water Absorb']",Cacnea,50,40,85,35,grass,,Cactus Pokémon,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.4,51.3,3
332,"['Sand Veil', 'Water Absorb']",Cacturne,70,60,115,55,grass,dark,Scarecrow Pokémon,1059860,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,50,1.3,77.4,3
333,"['Natural Cure', 'Cloud Nine']",Swablu,45,60,40,50,normal,flying,Cotton Bird Pokémon,600000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.4,1.2,3
334,"['Natural Cure', 'Cloud Nine']",Altaria,75,110,110,80,dragon,flying,Humming Pokémon,600000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,50,1.1,20.6,3
335,"['Immunity', 'Toxic Boost']",Zangoose,73,60,115,90,normal,,Cat Ferret Pokémon,600000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.3,40.3,3
336,"['Shed Skin', 'Infiltrator']",Seviper,73,60,100,65,poison,,Fang Snake Pokémon,1640000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,2.7,52.5,3
337,['Levitate'],Lunatone,90,65,55,70,rock,psychic,Meteorite Pokémon,800000,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,,1.0,168.0,3
338,['Levitate'],Solrock,90,85,95,70,rock,psychic,Meteorite Pokémon,800000,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,,1.2,154.0,3
339,"['Oblivious', 'Anticipation', 'Hydration']",Barboach,50,43,48,60,water,ground,Whiskers Pokémon,1000000,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,0.4,1.9,3
340,"['Oblivious', 'Anticipation', 'Hydration']",Whiscash,110,73,78,60,water,ground,Whiskers Pokémon,1000000,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,50,0.9,23.6,3
341,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Corphish,43,65,80,35,water,,Ruffian Pokémon,1640000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.6,11.5,3
342,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Crawdaunt,63,85,120,55,water,dark,Rogue Pokémon,1640000,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,50,1.1,32.8,3
343,['Levitate'],Baltoy,40,55,40,55,ground,psychic,Clay Doll Pokémon,1000000,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,,0.5,21.5,3
344,['Levitate'],Claydol,60,105,70,75,ground,psychic,Clay Doll Pokémon,1000000,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,,1.5,108.0,3
345,"['Suction Cups', 'Storm Drain']",Lileep,66,77,41,23,rock,grass,Sea Lily Pokémon,600000,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,88.1,1.0,23.8,3
346,"['Suction Cups', 'Storm Drain']",Cradily,86,97,81,43,rock,grass,Barnacle Pokémon,600000,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,88.1,1.5,60.4,3
347,"['Battle Armor', 'Swift Swim']",Anorith,45,50,95,75,rock,bug,Old Shrimp Pokémon,600000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,88.1,0.7,12.5,3
348,"['Battle Armor', 'Swift Swim']",Armaldo,75,100,125,45,rock,bug,Plate Pokémon,600000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,88.1,1.5,68.2,3
349,"['Swift Swim', 'Oblivious', 'Adaptability']",Feebas,20,20,15,80,water,,Fish Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.6,7.4,3
350,"['Marvel Scale', 'Competitive', 'Cute Charm']",Milotic,95,79,60,81,water,,Tender Pokémon,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,6.2,162.0,3
351,['Forecast'],Castform,70,70,70,70,normal,,Weather Pokémon,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,0.3,0.8,3
352,"['Color Change', 'Protean']",Kecleon,60,70,90,40,normal,,Color Swap Pokémon,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,1.0,22.0,3
353,"['Insomnia', 'Frisk', 'Cursed Body']",Shuppet,44,35,75,45,ghost,,Puppet Pokémon,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,0.6,2.3,3
354,"['Insomnia', 'Frisk', 'Cursed Body']",Banette,64,75,165,75,ghost,,Marionette Pokémon,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,1.1,12.5,3
355,"['Levitate', 'Frisk']",Duskull,20,90,40,25,ghost,,Requiem Pokémon,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,0.8,15.0,3
356,"['Pressure', 'Frisk']",Dusclops,40,130,70,25,ghost,,Beckon Pokémon,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,1.6,30.6,3
357,"['Chlorophyll', 'Solar Power', 'Harvest']",Tropius,99,83,68,51,grass,flying,Fruit Pokémon,1250000,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,50,2.0,100.0,3
358,['Levitate'],Chimecho,75,80,50,65,psychic,,Wind Chime Pokémon,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.6,1.0,3
359,"['Pressure', 'Super Luck', 'Justified']",Absol,65,60,150,115,dark,,Disaster Pokémon,1059860,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,1.2,47.0,3
360,"['Shadow Tag', 'Telepathy']",Wynaut,95,48,23,23,psychic,,Bright Pokémon,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,50,0.6,14.0,3
361,"['Inner Focus', 'Ice Body', 'Moody']",Snorunt,50,50,50,50,ice,,Snow Hat Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,0.7,16.8,3
362,"['Inner Focus', 'Ice Body', 'Moody']",Glalie,80,80,120,100,ice,,Face Pokémon,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,1.5,256.5,3
363,"['Thick Fat', 'Ice Body', 'Oblivious']",Spheal,70,50,40,25,ice,water,Clap Pokémon,1059860,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,0.8,39.5,3
364,"['Thick Fat', 'Ice Body', 'Oblivious']",Sealeo,90,70,60,45,ice,water,Ball Roll Pokémon,1059860,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,50,1.1,87.6,3
